judul_resep,waktu_masak,tingkat_kesulitan,jumlah_porsi,url_sumber,bahan-bahan,cluster_label,cluster_persona
"Resep Sop Saudara, Sajian Makassar yang Bikin Ketagihan",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sop-saudara/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'daging sapi', 'kayu manis', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'kunyit', 'kacang']",2,Masakan Rumahan Sehari-Hari
"Resep Sop Buntut Surabaya Kuah Bening, Simpel dan Sedap",2jam,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-sop-buntut-surabaya/,"['bawang putih', 'bawang merah', 'kecap manis', 'gula pasir', 'daun bawang', 'kaldu sapi', 'kayu manis', 'garam', 'merica', 'tomat', 'wortel']",0,Masakan Rumit Tradisional
"Cara Membuat Bakso Kuah Rumahan, Sederhana dan Lezat",2jam,Sedang,5 Porsi,https://www.masakapahariini.com/resep/cara-membuat-bakso-kuah/,"['bawang putih', 'bawang merah', 'gula pasir', 'daun bawang', 'kaldu sapi', 'daging ayam', 'daging sapi', 'merica', 'telur']",0,Masakan Rumit Tradisional
Resep Sate Gule Sapi Empuk dan Tidak Bau,2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-sate-gule-sapi-empuk-dan-tidak-bau/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'gula merah', 'kayu manis', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'tomat', 'kunyit', 'kencur', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Sayur Sop Bening Simpel, Kuahnya Gurih dan Mudah Dibuat",1jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sayur-sop-bening-simpel-kuahnya-gurih-dan-mudah-dibuat/,"['bawang putih', 'bawang merah', 'daun salam', 'kaldu sapi', 'daging sapi', 'garam', 'merica', 'tomat', 'seledri', 'kol', 'wortel']",2,Masakan Rumahan Sehari-Hari
"Resep Sop Iga Sapi Rumahan, Empuk dan Sedap",2jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sop-iga-sapi-rumahan-empuk-dan-sedap/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun bawang', 'kaldu sapi', 'kayu manis', 'bawang', 'garam', 'merica', 'jahe', 'tomat', 'seledri', 'wortel']",2,Masakan Rumahan Sehari-Hari
Resep Gulai Kambing Santan Empuk dan Tidak Berbau Untuk Idul Adha,2jam,Sedang,5 Porsi,https://www.masakapahariini.com/resep/resep-gulai-kambing-santan-empuk-dan-tidak-berbau-untuk-idul-adha/,"['bawang putih', 'bawang merah', 'daun salam', 'daun jeruk', 'kaldu sapi', 'gula merah', 'kayu manis', 'daging kambing', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'cengkih']",0,Masakan Rumit Tradisional
Resep Sate Jando Sedap dan Mudah Dibuat,1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-sate-jando-sedap-dan-mudah-dibuat/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'kaldu sapi', 'garam', 'lengkuas', 'ketumbar', 'tomat', 'kunyit']",2,Masakan Rumahan Sehari-Hari
"Resep Nasi Goreng Pete, Sederhana dan Lezat",1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-petai-spesial/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'garam', 'merica', 'telur']",3,Masakan Cepat dan Praktis
"Resep Sayur Asem Sunda Sederhana, Pedas Manis dan Kuahnya Segar",1jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sayur-asem-sunda-sederhana-kuahnya-segar-dan-gampang-bikinnya/,"['bawang putih', 'bawang merah', 'cabai merah', 'cabai rawit', 'daun salam', 'gula merah', 'asam jawa', 'garam', 'lengkuas', 'kacang', 'jamur', 'jagung']",2,Masakan Rumahan Sehari-Hari
Resep Kue Putu Mayang Lembut dan Anti Gagal,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-kue-putu-mayang/,"['gula pasir', 'gula merah', 'garam', 'santan']",0,Masakan Rumit Tradisional
"Resep Sop Konro Khas Makassar, Hidangan Istimewa Penuh Cita Rasa",2jam,Sedang,5 Porsi,https://www.masakapahariini.com/resep/resep-sop-konro/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'kaldu sapi', 'jeruk nipis', 'asam jawa', 'kayu manis', 'bawang', 'garam', 'merica', 'jahe', 'lengkuas', 'kunyit', 'cengkih']",0,Masakan Rumit Tradisional
Resep Lontong Sayur Labu Siam a la Betawi Gurih dan Nikmat,2jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-lontong-sayur-labu-siam/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun salam', 'gula pasir', 'bawang', 'garam', 'serai', 'lengkuas', 'santan', 'telur', 'kunyit', 'kacang', 'tempe', 'udang']",2,Masakan Rumahan Sehari-Hari
Resep Rendang Daging Sapi Nikmat Untuk Acara Istimewa,2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-rendang-daging-sapi/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'garam', 'serai', 'jahe', 'lengkuas', 'santan', 'kunyit']",0,Masakan Rumit Tradisional
Resep Ayam Ungkep Praktis Untuk Ide Lauk Tahan Lama,40mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-ungkep-goreng/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun salam', 'daun jeruk', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar']",2,Masakan Rumahan Sehari-Hari
"Resep Ati Ampela Kecap Sederhana, Sedap dan Bebas Bau Amis",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ati-ampela-kecap-daun-jeruk/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'jeruk nipis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'tomat']",2,Masakan Rumahan Sehari-Hari
"Cara Membuat Sate Kambing Kuah Tongseng, Inspirasi Menu Idul Adha",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/cara-membuat-sate-kambing-kuah-tongseng/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'kaldu sapi', 'jeruk nipis', 'daging kambing', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'ketumbar', 'santan', 'tomat', 'kunyit', 'kol']",0,Masakan Rumit Tradisional
Resep Sate Maranggi yang Empuk dan Anti Alot,1jam,Cukup Rumit,4 Porsi,https://www.masakapahariini.com/resep/resep-sate-maranggi/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu sapi', 'daging sapi', 'gula merah', 'asam jawa', 'jahe', 'lengkuas', 'ketumbar']",0,Masakan Rumit Tradisional
Resep Mie Goreng Jawa Spesial a la Rumahan,30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-mie-goreng-jawa-spesial/,"['bawang putih', 'kecap manis', 'gula pasir', 'daun bawang', 'kaldu sapi', 'garam', 'merica', 'kemiri', 'telur', 'seledri', 'kol', 'udang']",3,Masakan Cepat dan Praktis
"Resep Ayam Gepuk Pedas, Enak dan Gurih",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-gepuk-pedas/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun salam', 'gula merah', 'gula', 'garam', 'merica', 'serai', 'kemiri', 'ketumbar', 'kacang', 'kemangi']",2,Masakan Rumahan Sehari-Hari
"Resep Gulai Daging Sapi Sederhana, Empuk dan Tidak Bau",2jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-gulai-daging-praktis/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'kayu manis', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'kacang', 'cengkih']",2,Masakan Rumahan Sehari-Hari
"Menu Legendaris, Resep Sate Kambing Muda Khas Tegal",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-sate-kambing-muda-khas-tegal/,"['bawang merah', 'kecap manis', 'cabai merah', 'daging kambing', 'tomat', 'kacang']",0,Masakan Rumit Tradisional
Resep Kwetiau Goreng Medan Sederhana dan Seenak Restoran,1jam,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-kwetiau-goreng-medan/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'merica', 'telur', 'ikan', 'wijen', 'udang']",3,Masakan Cepat dan Praktis
"Resep Tumis Buncis Tempe Tahu Kecap Sederhana, Praktis dan Kaya Nutrisi",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tumis-buncis-tahu-tempe/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'gula pasir', 'garam', 'lengkuas', 'tahu', 'tempe']",3,Masakan Cepat dan Praktis
"Resep Sate Rembiga Khas Lombok, Pedas dan Nikmat",2jam,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-sate-rembiga/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daging sapi', 'asam jawa', 'garam', 'ketumbar']",2,Masakan Rumahan Sehari-Hari
Resep Sop Kaki Sapi Kuah Bening dan Gurih,2jam,Cukup Rumit,4 Porsi,https://www.masakapahariini.com/resep/resep-sop-kaki-sapi/,"['bawang merah', 'kecap manis', 'daun bawang', 'kaldu sapi', 'kayu manis', 'limau', 'garam', 'merica', 'jahe', 'tomat', 'seledri', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Nasi Goreng Jawa Sederhana ala Rumahan, Enak dan Praktis",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-jawa/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun bawang', 'garam', 'kemiri', 'tomat', 'telur', 'kol']",3,Masakan Cepat dan Praktis
"Resep Nasi Goreng Kambing Kebon Sirih, Kelezatannya Sudah Mendunia",40mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-kambing-kebon-sirih/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'kayu manis', 'daging kambing', 'garam', 'kunyit']",3,Masakan Cepat dan Praktis
"Resep Sayur Lodeh Sunda, Kuahnya Gurih dan Segar",1jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sayur-lodeh-sunda/,"['bawang merah', 'kaldu ayam', 'daun salam', 'gula merah', 'garam', 'lengkuas', 'kemiri', 'santan', 'kacang', 'tempe', 'wortel', 'jagung']",2,Masakan Rumahan Sehari-Hari
Resep Tahu Kecap Pedas Kuah Kental Untuk Menu Sehari-hari,30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tahu-kecap-pedas/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun salam', 'garam', 'lengkuas', 'tomat', 'tahu']",3,Masakan Cepat dan Praktis
"Resep Sate Kulit Ayam Bumbu Sederhana, Nikmat dan Garing",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sate-kulit-ayam-bumbu-sederhana/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'gula merah', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'ketumbar']",2,Masakan Rumahan Sehari-Hari
"Resep Kupat Tahu Padalarang, Unik, Enak, dan Mudah Dibuat",1j 15mnt,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-kupat-tahu-padalarang-unik-enak-dan-mudah-dibuat/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'gula merah', 'bawang', 'garam', 'merica', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'tahu']",2,Masakan Rumahan Sehari-Hari
"Resep Gulai Kambing Sederhana, Empuk dan Tidak Bau",1j 15mnt,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-gulai-kambing/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'asam jawa', 'kayu manis', 'cabai hijau', 'daging kambing', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'santan', 'kunyit', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Sop Iga Sapi Sederhana, Enak, Empuk dan Kuahnya Gurih",1j 30mnt,Sedang,8 Porsi,https://www.masakapahariini.com/resep/resep-sop-iga-sapi/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun bawang', 'kaldu sapi', 'kayu manis', 'merica', 'jahe', 'tomat', 'seledri', 'wortel', 'cengkih']",1,Masakan Porsi Besar untuk Banyak Orang
"Resep Kikil Cabe Ijo Nikmat, Empuk dan Mudah Dibuat",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kikil-cabe-ijo-nikmat-empuk-dan-mudah-dibuat/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'kaldu sapi', 'asam jawa', 'cabai hijau', 'garam', 'jahe', 'lengkuas', 'tomat']",2,Masakan Rumahan Sehari-Hari
Resep Gulai Kikil Empuk dan Seenak Rumah Makan Padang,2jam,Sedang,8 Porsi,https://www.masakapahariini.com/resep/resep-gulai-kikil-empuk/,"['bawang merah', 'cabai merah', 'daun salam', 'daun jeruk', 'kaldu sapi', 'kayu manis', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'kacang', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Kikil Pedas Manis, Empuk, Gurih, dan Gampang Bikinnya",1j 20mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kikil-pedas-manis-empuk/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'daun jeruk', 'kaldu sapi', 'gula merah', 'asam jawa', 'garam', 'merica', 'jahe', 'lengkuas', 'kemiri', 'ketumbar']",2,Masakan Rumahan Sehari-Hari
Resep Semur Telur Tahu Kecap Bango Sederhana,45mnt,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-semur-tahu-sederhana/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'kayu manis', 'gula', 'garam', 'merica', 'jahe', 'kemiri', 'ketumbar', 'telur', 'tahu']",3,Masakan Cepat dan Praktis
Resep Ayam Goreng Serundeng Kelapa Sederhana Khas Jawa,45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-goreng-serundeng-kelapa/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'asam jawa', 'garam', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'kunyit']",2,Masakan Rumahan Sehari-Hari
"Resep Gulai Sapi Jawa, Gurih dan Bumbunya Medok",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-gule-daging-sapi/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'gula merah', 'asam jawa', 'kayu manis', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'santan', 'cengkih']",2,Masakan Rumahan Sehari-Hari
Resep Semur Telor Ceplok Sederhana Untuk Lauk Sahur,35mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-telor-ceplok-sederhana/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'kemiri', 'telur']",3,Masakan Cepat dan Praktis
"Resep Rendang Jengkol Medok, Empuk dan Tidak Bau",3jam,Sedang,8 Porsi,https://www.masakapahariini.com/resep/resep-rendang-jengkol-empuk-dan-tidak-bau/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun salam', 'daun jeruk', 'kayu manis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Paru Rica Khas Makassar, Pedas, Gurih, dan Mantap",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-paru-rica-khas-makassar-pedas-gurih-dan-mantap/,"['bawang putih', 'bawang merah', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'garam', 'serai', 'jahe', 'lengkuas', 'jamur']",0,Masakan Rumit Tradisional
"Resep Kentang Telur Balado Sederhana, Enak dan Mudah",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-telur-balado-kentang/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'tomat', 'telur']",3,Masakan Cepat dan Praktis
Resep Semur Ati Ayam Pedas Kecap Bango Lezat,40mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-semur-ati-ayam-pedas/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'jeruk nipis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'tomat', 'cengkih']",2,Masakan Rumahan Sehari-Hari
Resep Gulai Cincang Seenak Restoran Padang Untuk Masakan Lebaran,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-gulai-cincang-seenak-restoran-padang/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'kayu manis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Semur Ayam Kentang Sederhana, Kuah Kecapnya Mantap",50mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-semur-ayam-kentang-bumbu-kuning/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'gula pasir', 'bawang', 'garam', 'serai', 'jahe', 'lengkuas', 'kunyit', 'cuka']",2,Masakan Rumahan Sehari-Hari
"Resep Lontong Kikil Khas Surabaya, Empuk dan Tidak Bau",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-lontong-kikil-khas-surabaya/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'daging sapi', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kemiri', 'ketumbar', 'kunyit', 'kencur']",0,Masakan Rumit Tradisional
"Resep Oseng Buncis Sederhana, Renyah dan Tidak Langu",25mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-oseng-oseng-buncis/,"['bawang putih', 'kecap manis', 'daun salam', 'gula', 'garam', 'lengkuas']",3,Masakan Cepat dan Praktis
"Resep Sayur Lodeh Simple Kuah Santan, Kuahnya Gurih dan Lezat",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sayur-lodeh-simple-kuah-santan-kuahnya-gurih-dan-lezat/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun salam', 'gula merah', 'cabai hijau', 'garam', 'lengkuas', 'kemiri', 'santan', 'kacang']",2,Masakan Rumahan Sehari-Hari
"Resep Gulai Ayam Padang, Nikmat dan Bikin Nagih!",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-gulai-ayam-padang/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daun jeruk', 'gula pasir', 'daging ayam', 'gula merah', 'asam jawa', 'kayu manis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Tumis Buncis Telur Sederhana, Praktis dan Gampang Bikinnya",30mnt,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-tumis-buncis-telur/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'merica', 'telur']",3,Masakan Cepat dan Praktis
"Resep Semur Telur Sederhana, Praktis dan Enak ala Rumahan",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-tahu-telur/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'garam', 'merica', 'kemiri', 'ketumbar', 'telur', 'tahu', 'jamur']",2,Masakan Rumahan Sehari-Hari
"Cara Membuat Ayam Geprek a la Rumahan, Pedas dan Renyah",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-geprek-sambal-bawang/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daging ayam', 'garam', 'merica', 'ketumbar', 'telur']",0,Masakan Rumit Tradisional
"Resep Ayam Rica-rica Kemangi Simple, Gurih dan Sedap",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-rica-rica-kemangi/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kunyit', 'kemangi']",2,Masakan Rumahan Sehari-Hari
Resep Nasi Goreng Spesial dan Komplit a la Restoran,1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-spesial/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'gula pasir', 'daun bawang', 'garam', 'telur', 'ikan', 'udang']",3,Masakan Cepat dan Praktis
Resep Ayam Kremes Gurih dan Renyahnya Tahan Lama,1jam,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-ayam-kremes/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun salam', 'daun jeruk', 'gula', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'telur', 'kunyit']",2,Masakan Rumahan Sehari-Hari
"Resep Ayam Cabe Ijo, Gurih dan Pedas Nagih",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-cabe-ijo-praktis/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'jeruk nipis', 'kemangi']",3,Masakan Cepat dan Praktis
Resep Semur Ayam Kecap Sederhana dan Bumbunya Meresap,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-ayam/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'daging ayam', 'gula merah', 'merica', 'serai', 'jahe', 'telur']",2,Masakan Rumahan Sehari-Hari
Resep Tahu Crispy Simple dan Renyahnya Tahan Lama,30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/cara-membuat-tahu-crispy/,"['kaldu ayam', 'garam', 'tahu']",3,Masakan Cepat dan Praktis
"Resep Tumis Tempe Kecap a la Rumahan, Praktis dan Murah",30mnt,Mudah,3 Porsi,https://www.masakapahariini.com/resep/tumis-tempe-kecap/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'cabai hijau', 'merica', 'lengkuas', 'tempe']",3,Masakan Cepat dan Praktis
"Resep Kentang Balado Basah Sederhana, Lezat dan Mudah Dibuat",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kentang-balado-sederhana/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'garam', 'serai', 'lengkuas', 'kemiri', 'santan']",2,Masakan Rumahan Sehari-Hari
"Cara Membuat Bakso Solo Rumahan, Kenyal dan Kuahnya Gurih",1j 30mnt,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-bakso-solo-asli/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu sapi', 'daging sapi', 'gula', 'garam', 'merica', 'telur', 'seledri']",0,Masakan Rumit Tradisional
"Resep Mie Goreng Enak,  Sederhana, dan Mudah Dibuat",20mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-mie-goreng-telur/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'gula pasir', 'garam', 'merica', 'telur']",3,Masakan Cepat dan Praktis
"Resep Lontong Sayur Enak, Gurih, dan Anti Gagal",1jam,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-lontong-sayur/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'merica', 'serai', 'lengkuas', 'kacang', 'udang']",2,Masakan Rumahan Sehari-Hari
